0		8.65825e-17
1		-0.0310855
2		-0.0621108
3		-0.093016
4		-0.123741
5		-0.154227
6		-0.184415
7		-0.214246
8		-0.243663
9		-0.272608
10		-0.301026
11		-0.328862
12		-0.356062
13		-0.382573
14		-0.408344
15		-0.433325
16		-0.457469
17		-0.480727
18		-0.503056
19		-0.524411
20		-0.544753
21		-0.564041
22		-0.582238
23		-0.599308
24		-0.61522
25		-0.629942
26		-0.643445
27		-0.655704
28		-0.666694
29		-0.676395
30		-0.684788
31		-0.691857
32		-0.697587
33		-0.701968
34		-0.704991
35		-0.706651
36		-0.706944
37		-0.70587
38		-0.70343
39		-0.69963
40		-0.694477
41		-0.687981
42		-0.680154
43		-0.671011
44		-0.660571
45		-0.648853
46		-0.63588
47		-0.621677
48		-0.606271
49		-0.589693
50		-0.571975
51		-0.55315
52		-0.533256
53		-0.51233
54		-0.490413
55		-0.467547
56		-0.443778
57		-0.41915
58		-0.393711
59		-0.367511
60		-0.3406
61		-0.31303
62		-0.284855
63		-0.256129
64		-0.226907
65		-0.197247
66		-0.167205
67		-0.136839
68		-0.106209
69		-0.0753741
70		-0.0443929
71		-0.0133258
72		0.017767
73		0.0488254
74		0.0797895
75		0.110599
76		0.141195
77		0.171518
78		0.201509
79		0.23111
80		0.260264
81		0.288915
82		0.317007
83		0.344486
84		0.371298
85		0.397393
86		0.422719
87		0.447227
88		0.47087
89		0.493603
90		0.515381
91		0.536162
92		0.555906
93		0.574575
94		0.592132
95		0.608545
96		0.62378
97		0.637809
98		0.650604
99		0.662141
100		0.672397
101		0.681353
102		0.68899
103		0.695296
104		0.700256
105		0.703862
106		0.706107
107		0.706986
108		0.706498
109		0.704643
110		0.701425
111		0.696851
112		0.690929
113		0.68367
114		0.675089
115		0.665203
116		0.65403
117		0.641591
118		0.627912
119		0.613019
120		0.59694
121		0.579706
122		0.561351
123		0.541911
124		0.521422
125		0.499924
126		0.47746
127		0.454073
128		0.429807
129		0.40471
130		0.37883
131		0.352217
132		0.324923
133		0.297001
134		0.268504
135		0.239488
136		0.210008
137		0.180123
138		0.149889
139		0.119365
140		0.0886106
141		0.0576846
142		0.026647
143		-0.00444218
144		-0.0355227
145		-0.0665346
146		-0.0974177
147		-0.128112
148		-0.158559
149		-0.1887
150		-0.218475
151		-0.247828
152		-0.276701
153		-0.305039
154		-0.332788
155		-0.359892
156		-0.386301
157		-0.411962
158		-0.436827
159		-0.460846
160		-0.483975
161		-0.506167
162		-0.52738
163		-0.547574
164		-0.566708
165		-0.584746
166		-0.601653
167		-0.617397
168		-0.631946
169		-0.645273
170		-0.657352
171		-0.66816
172		-0.677675
173		-0.68588
174		-0.692758
175		-0.698296
176		-0.702483
177		-0.705312
178		-0.706777
179		-0.706874
180		-0.705605
181		-0.702971
182		-0.698977
183		-0.693631
184		-0.686944
185		-0.678928
186		-0.669599
187		-0.658974
188		-0.647076
189		-0.633925
190		-0.619549
191		-0.603974
192		-0.587231
193		-0.569353
194		-0.550373
195		-0.530329
196		-0.509258
197		-0.487203
198		-0.464206
199		-0.440311
200		-0.415564
201		-0.390014
202		-0.363709
203		-0.3367
204		-0.309041
205		-0.280784
206		-0.251983
207		-0.222695
208		-0.192977
209		-0.162885
210		-0.132479
211		-0.101816
212		-0.0709557
213		-0.0399586
214		-0.00888419
215		0.0222074
216		0.0532561
217		0.0842017
218		0.114984
219		0.145545
220		0.175824
221		0.205763
222		0.235303
223		0.264389
224		0.292964
225		0.320971
226		0.348358
227		0.375071
228		0.401059
229		0.426271
230		0.450659
231		0.474175
232		0.496774
233		0.518412
234		0.539047
235		0.55864
236		0.577152
237		0.594548
238		0.610794
239		0.625859
240		0.639713
241		0.65233
242		0.663685
243		0.673756
244		0.682525
245		0.689973
246		0.696087
247		0.700854
248		0.704266
249		0.706316
250		0.707
251		0.706316
252		0.704266
253		0.700854
254		0.696087
255		0.689973
256		0.682525
257		0.673756
258		0.663685
259		0.65233
260		0.639713
261		0.625859
262		0.610794
263		0.594548
264		0.577152
265		0.55864
266		0.539047
267		0.518412
268		0.496774
269		0.474175
270		0.450659
271		0.426271
272		0.401059
273		0.375071
274		0.348358
275		0.320971
276		0.292964
277		0.264389
278		0.235303
279		0.205763
280		0.175824
281		0.145545
282		0.114984
283		0.0842017
284		0.0532561
285		0.0222074
286		-0.00888419
287		-0.0399586
288		-0.0709557
289		-0.101816
290		-0.132479
291		-0.162885
292		-0.192977
293		-0.222695
294		-0.251983
295		-0.280784
296		-0.309041
297		-0.3367
298		-0.363709
299		-0.390014
300		-0.415564
301		-0.440311
302		-0.464206
303		-0.487203
304		-0.509258
305		-0.530329
306		-0.550373
307		-0.569353
308		-0.587231
309		-0.603974
310		-0.619549
311		-0.633925
312		-0.647076
313		-0.658974
314		-0.669599
315		-0.678928
316		-0.686944
317		-0.693631
318		-0.698977
319		-0.702971
320		-0.705605
321		-0.706874
322		-0.706777
323		-0.705312
324		-0.702483
325		-0.698296
326		-0.692758
327		-0.68588
328		-0.677675
329		-0.66816
330		-0.657352
331		-0.645273
332		-0.631946
333		-0.617397
334		-0.601653
335		-0.584746
336		-0.566708
337		-0.547574
338		-0.52738
339		-0.506167
340		-0.483975
341		-0.460846
342		-0.436827
343		-0.411962
344		-0.386301
345		-0.359892
346		-0.332788
347		-0.305039
348		-0.276701
349		-0.247828
350		-0.218475
351		-0.1887
352		-0.158559
353		-0.128112
354		-0.0974177
355		-0.0665346
356		-0.0355227
357		-0.00444218
358		0.026647
359		0.0576846
360		0.0886106
361		0.119365
362		0.149889
363		0.180123
364		0.210008
365		0.239488
366		0.268504
367		0.297001
368		0.324923
369		0.352217
370		0.37883
371		0.40471
372		0.429807
373		0.454073
374		0.47746
375		0.499924
376		0.521422
377		0.541911
378		0.561351
379		0.579706
380		0.59694
381		0.613019
382		0.627912
383		0.641591
384		0.65403
385		0.665203
386		0.675089
387		0.68367
388		0.690929
389		0.696851
390		0.701425
391		0.704643
392		0.706498
393		0.706986
394		0.706107
395		0.703862
396		0.700256
397		0.695296
398		0.68899
399		0.681353
400		0.672397
401		0.662141
402		0.650604
403		0.637809
404		0.62378
405		0.608545
406		0.592132
407		0.574575
408		0.555906
409		0.536162
410		0.515381
411		0.493603
412		0.47087
413		0.447227
414		0.422719
415		0.397393
416		0.371298
417		0.344486
418		0.317007
419		0.288915
420		0.260264
421		0.23111
422		0.201509
423		0.171518
424		0.141195
425		0.110599
426		0.0797895
427		0.0488254
428		0.017767
429		-0.0133258
430		-0.0443929
431		-0.0753741
432		-0.106209
433		-0.136839
434		-0.167205
435		-0.197247
436		-0.226907
437		-0.256129
438		-0.284855
439		-0.31303
440		-0.3406
441		-0.367511
442		-0.393711
443		-0.41915
444		-0.443778
445		-0.467547
446		-0.490413
447		-0.51233
448		-0.533256
449		-0.55315
450		-0.571975
451		-0.589693
452		-0.606271
453		-0.621677
454		-0.63588
455		-0.648853
